0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,2,1,0,0,1,1,2,2,3,0,2,3,3,1,2,1,0,3,1,2,3,1,2,3,1,4,3,2,4,2,3,5,5,2,6,5,8,5,1,1,6,5,3,5,4,1,1,2,2,2,3,4,3,7,4,6,4,4,4,8,5,8,6,5,3,4,3,8,7,4,5,5,4,5,6,2,3,3,4,4,5,4,6,4,10,1,2,3,6,3,9,3,8,9,5,10,6,15,11,9,18,10,9,14,22,14,10,12,10,16,20,19,17,23,13,22,19,18,20,22,15,19,19,22,8,16,9,9,16,15,14,10,8,8,5,4,7,5,5,4,0,3,4,4,3,2,5,3,2,1,3,1,0,2,1,0,1,2,0,2,0,0,6,0,2,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,"caminhao"
0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,4,3,2,1,1,1,1,1,4,1,1,1,1,3,4,2,7,4,8,7,3,8,2,4,3,4,4,2,3,5,3,4,6,2,4,0,5,5,4,8,3,3,2,3,7,2,8,3,10,2,4,8,4,4,7,6,4,6,5,4,6,8,2,3,3,2,3,4,9,4,8,4,6,6,3,4,5,2,5,6,5,3,1,6,5,5,5,5,6,3,8,3,7,1,3,3,4,11,6,7,6,6,8,7,10,6,5,8,4,12,7,6,3,11,7,3,9,8,9,5,3,8,6,12,6,5,7,4,6,7,5,8,6,8,8,8,1,7,9,4,7,7,7,11,13,9,8,6,9,7,6,8,6,9,6,2,1,3,4,4,5,3,0,2,1,1,2,4,3,4,2,3,2,2,2,2,3,0,2,4,2,0,2,0,1,1,2,1,0,2,0,1,1,1,2,1,0,2,1,1,0,0,2,2,0,2,0,0,1,0,0,0,2,4,3,6,5,7,6,7,6,13,13,15,6,9,4,7,3,5,0,0,0,0,0,0,0,0,"caminhao"
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,1,2,3,0,2,4,1,2,3,1,0,3,2,0,1,3,1,1,6,0,2,2,1,2,2,1,1,2,1,1,1,3,2,2,2,5,1,1,3,2,2,1,3,0,3,1,1,1,1,2,0,1,1,1,3,1,0,3,2,0,3,0,4,1,0,4,1,2,1,1,0,1,1,0,0,0,1,2,1,1,0,0,1,0,2,0,1,0,2,0,0,1,1,1,1,1,0,0,2,0,0,2,1,1,1,0,0,1,2,0,3,0,2,0,0,0,1,0,0,1,0,2,1,0,0,4,0,0,1,0,0,2,1,4,1,1,2,1,0,1,4,1,2,2,1,3,8,5,6,7,8,10,7,10,6,3,2,2,4,1,2,1,1,2,4,5,3,1,2,1,2,0,1,0,2,2,4,2,3,1,2,1,1,2,2,1,1,3,1,0,5,3,0,0,1,4,2,1,2,1,1,2,5,2,4,2,6,3,6,20,14,16,28,43,34,26,28,27,21,36,40,48,50,59,74,64,17,"caminhao"
0,0,1,1,2,3,2,0,6,3,4,2,2,3,3,5,1,2,2,3,3,5,2,0,1,5,3,5,1,0,2,0,3,6,4,5,7,2,6,0,5,2,5,1,0,6,4,4,1,5,2,6,9,7,2,2,7,5,3,4,5,4,5,10,5,3,6,7,5,5,6,4,2,4,7,5,3,7,8,2,2,4,9,3,6,5,3,8,5,4,8,3,5,5,6,5,3,4,5,7,3,1,7,4,5,4,6,4,6,6,7,5,6,5,4,8,7,4,3,4,7,11,5,5,4,4,9,6,5,10,3,7,5,4,5,4,4,5,4,5,1,7,9,6,4,3,2,3,7,5,4,6,6,6,8,4,6,3,1,5,7,3,2,3,1,1,6,4,4,2,4,3,1,2,2,2,1,6,3,0,2,0,2,1,3,2,0,4,2,1,2,1,1,1,1,0,1,1,1,0,4,1,3,2,5,2,1,3,5,5,0,5,2,8,0,7,7,1,6,5,5,5,4,1,3,8,3,8,11,5,3,5,3,7,5,4,2,5,2,1,1,1,1,4,2,1,0,3,4,4,4,5,9,5,29,11,"caminhao"
1,5,8,2,6,6,9,10,5,6,6,7,5,7,7,10,7,5,6,8,2,12,6,9,10,3,7,6,15,7,6,4,9,8,4,1,6,8,12,13,6,6,7,10,4,10,9,6,4,5,4,10,4,9,11,9,3,6,8,7,6,8,8,5,11,9,15,8,3,11,7,7,6,6,4,8,9,11,14,5,10,11,9,10,7,4,10,5,6,8,5,3,3,2,5,5,4,5,5,5,5,6,2,3,7,8,8,4,7,8,7,5,7,9,9,4,10,3,6,6,6,7,6,7,9,4,5,6,2,4,0,3,7,6,3,4,2,0,3,0,1,5,1,1,1,3,1,2,1,1,2,1,2,0,2,2,3,1,2,1,5,2,1,2,3,3,2,5,2,2,3,2,0,4,1,4,1,1,1,0,3,1,2,0,0,0,1,1,0,1,0,0,0,2,1,3,3,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"caminhao"
0,0,0,1,3,3,3,1,1,1,2,4,4,5,10,7,7,7,6,5,6,4,3,7,5,11,12,3,6,10,4,5,4,3,8,9,7,6,3,11,7,7,4,6,6,8,1,11,7,6,14,2,3,10,5,2,7,10,4,4,7,4,7,5,4,4,5,7,3,6,6,3,3,9,7,3,5,5,2,5,7,7,4,6,2,4,4,3,4,1,4,11,7,9,2,8,2,2,2,1,2,5,3,3,7,6,5,7,3,5,10,1,4,7,6,3,5,1,3,4,2,3,3,2,5,4,7,4,4,6,5,6,5,4,4,11,5,4,5,5,4,1,2,3,4,4,6,2,2,0,3,6,5,3,1,3,4,4,8,5,3,2,7,2,0,5,3,1,2,0,5,2,7,4,2,3,2,4,2,1,2,5,7,3,1,2,4,3,3,4,3,6,2,4,3,4,3,3,3,4,2,5,7,2,6,3,4,6,0,4,6,4,3,3,3,2,4,5,3,1,6,0,4,3,4,9,3,0,3,2,0,0,1,3,2,2,2,0,3,3,1,1,2,0,1,0,1,1,1,1,1,0,0,0,0,0,"caminhao"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,1,3,1,2,2,2,2,1,3,0,4,2,4,3,2,2,2,2,4,2,2,4,3,4,3,3,1,2,1,4,4,0,4,3,5,1,5,3,1,3,2,3,2,2,2,2,2,1,3,3,1,1,2,2,2,1,2,4,0,2,1,3,2,2,1,5,2,4,0,1,1,1,0,0,3,0,1,0,5,1,0,2,3,1,1,2,1,0,1,3,0,4,0,3,1,1,4,1,3,1,3,1,2,2,2,2,4,5,2,1,5,0,5,3,2,4,2,5,4,2,2,2,2,2,2,1,3,2,1,1,3,0,4,0,2,0,0,2,2,3,0,1,1,3,1,2,1,0,3,1,1,1,1,0,1,1,1,2,0,2,2,3,1,1,2,5,1,1,1,1,3,6,6,5,6,3,9,6,11,11,17,16,22,21,32,34,25,39,31,44,42,28,56,32,50,32,32,24,8,7,9,3,6,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"caminhao"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,0,1,1,2,1,2,1,0,2,1,0,1,2,1,2,3,1,1,3,5,1,2,1,1,2,3,3,2,1,2,6,1,4,1,1,5,2,1,0,0,5,1,1,2,2,0,3,0,2,1,5,1,0,2,1,2,3,1,6,2,2,3,4,2,2,2,4,1,1,3,4,3,4,1,3,8,1,7,2,2,5,4,3,4,0,1,6,3,3,6,1,3,3,3,6,2,1,2,2,3,5,7,6,3,8,3,4,7,5,2,4,6,3,2,5,4,2,8,10,7,5,5,5,8,5,11,7,5,8,4,8,1,8,5,6,7,3,8,6,9,6,6,7,5,8,10,4,5,2,7,4,11,8,9,4,6,4,4,4,2,7,6,7,3,5,0,4,2,3,4,5,11,4,5,6,4,6,6,6,6,5,7,7,5,2,6,6,6,6,5,8,11,11,7,12,15,16,19,16,18,22,37,31,43,22,"caminhao"
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,2,0,1,1,2,3,1,1,0,2,3,0,2,2,1,2,1,2,2,2,4,3,2,5,2,1,4,1,3,4,9,7,7,7,2,4,5,6,2,0,4,4,3,0,6,2,2,4,4,1,5,6,4,1,6,1,3,3,3,1,5,3,2,4,3,6,3,6,4,3,8,5,7,4,4,2,7,5,6,6,6,4,2,8,5,10,8,6,14,10,8,8,8,6,8,14,12,11,11,4,12,9,12,7,5,8,7,10,7,12,11,6,12,13,8,16,25,28,36,34,31,38,32,28,19,15,21,15,8,6,6,4,8,4,3,7,1,1,6,3,2,1,2,1,3,1,4,5,2,2,2,1,2,2,1,3,1,2,3,2,3,2,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"caminhao"
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,2,1,2,2,4,3,1,0,3,4,3,2,4,4,3,4,4,1,3,4,4,5,7,6,3,2,2,3,8,5,2,4,3,6,7,6,5,6,4,4,5,3,4,2,3,1,4,2,1,4,3,3,5,1,2,3,4,4,5,6,4,3,1,1,5,2,2,6,5,3,4,5,7,7,1,7,3,4,2,2,4,5,5,3,4,5,3,7,3,2,5,3,3,8,6,8,6,3,3,8,4,9,7,6,2,8,7,4,5,8,4,8,5,9,6,5,3,2,6,7,3,8,4,4,4,10,4,5,1,2,7,3,4,5,5,5,1,3,4,2,4,5,4,3,3,4,1,6,1,3,3,2,3,1,6,1,3,1,2,4,3,1,0,5,5,4,0,2,2,0,1,0,2,2,0,1,0,2,2,1,1,1,0,5,2,3,2,2,1,2,3,0,3,0,3,2,5,4,4,4,4,2,2,7,1,3,2,3,5,7,8,10,13,18,18,25,36,25,38,52,17,"caminhao"
